id,logo,name,descrption,prix,id_restaurant
708415,http://cdn1.deliveroo.co.uk/media/menu_items/708415/320x180.jpg?v=1490286202,Gratini,"Mozzarella, oignon, jambon, pomme de terre, miel moutarde","14,00 €",11477
708416,,Trevis,"Poulet, oignon, scarmorza fumé, poulet","13,00 €",11477
708417,,Beck'S,"Mozzarella, poulet, bacon, oignon grillé","14,00 €",11477
913165,,Venôm,"Mozzarella, Poivron grillé, Oignon cuisiné, Viande de Boeuf, Bacon, barbecue","16,00 €",11477
707005,,Pink Park,"Mozzarella, saumon fumé, pomme de terre, aneth","13,00 €",11477
707006,,Honey,"Mozzarella, chèvre, miel, reggiano parmesan","13,00 €",11477
707008,,Cheesy & Cream,"Fromage frais, gorgonzola, scamorza, crème fraîche, lardon","15,00 €",11477
708418,,Dog'Z Out,"Mozzarella, viande hachée, poulet, merguez","15,00 €",11477
913089,,Benga,"Mozzarella, poivron grillé, Poulet,Pomme de terre , Oignon cuisiné","15,00 €",11477
707009,,Veron,Actuellement vendu,"2,50 €",11477
707010,,Torre,"Tomate fraîche, poulet, chèvre, champignon","2,50 €",11477
707011,,Verdura,"Tomate, artichaut, poivron, champignon","2,50 €",11477
707012,,Gratini,Actuellement vendu,"2,50 €",11477
707013,,Trevis,"Tomate, poulet, oignon rouge, scamorza fumé","2,50 €",11477
1598731,http://cdn1.deliveroo.co.uk/media/menu_items/1598731/320x180.jpg?v=1490286161,ParkDog,"Pain brioché bio, relish, cheddar, cornichon, oignon frit, ketchup, moutarde douce épicée, chicken sausage.","6,50 €",11477
707035,,Cookies KRIPS Chocolat,,"2,00 €",11477
707036,,Cookies KRIPS Nougatine,,"2,00 €",11477
707037,,Doogy Nuts Nature,,"2,00 €",11477
707038,,Doogy Nuts Chocolat,,"2,00 €",11477
707039,,Lucky Brown,Brownie chocolat noisette,"2,50 €",11477
708864,,Mister Su Tiramisu nutella,,"3,50 €",11477
708865,,Mister Su Tiramisu Caramel,,"3,50 €",11477
919189,,Mister Su Daim,,"3,50 €",11477
1599088,http://cdn1.deliveroo.co.uk/media/menu_items/1599088/320x180.jpg?v=1490286276,Composez votre Milkshake,,"4,00 €",11477
1599426,,Composez votre Smoothie,,"3,90 €",11477
707050,,Coca Cola,33cl,"2,00 €",11477
707051,,Coca Cola Zero,33cl,"2,00 €",11477
707052,,Sprite,33cl,"2,00 €",11477
707053,,Oasis Tropical,33cl,"2,00 €",11477
707054,,Oasis Pom'Cassis,33cl,"2,00 €",11477
707055,,Ice Tea,33cl,"2,00 €",11477
707056,,Perrier Citron Vert,33cl,"2,00 €",11477
707057,,Orangina,33cl,"2,00 €",11477
707058,,Coca Cola 2l,,"3,60 €",11477
707059,,Oasis Trop' 2l,,"3,60 €",11477
707060,,"Orangina 1,5l",,"3,60 €",11477
3075322,,Oignons frits et sauce barbecue,,"3,70 €",42539
3033085,http://cdn1.deliveroo.co.uk/media/menu_items/3033085/320x180.jpg?v=1488202019,Classic,"Haché 100% pur bœuf origine FRANCE, salade, tomates, oignons rouges, cornichons, moutarde et ketchup.","11,50 €",42539
3033086,http://cdn1.deliveroo.co.uk/media/menu_items/3033086/320x180.jpg?v=1488202060,Cheese,"Haché 100% pur bœuf origine FRANCE, cheddar, salade, tomates, oignons rouges, cornichons, moutarde et ketchup.","12,50 €",42539
3033088,http://cdn1.deliveroo.co.uk/media/menu_items/3033088/320x180.jpg?v=1487620963,Cheese & Bacon,"Haché 100% pur bœuf origine FRANCE, cheddar, lard fumé, salade, tomates, oignons rouges, cornichons, moutarde et ketchup.","13,00 €",42539
3033089,http://cdn1.deliveroo.co.uk/media/menu_items/3033089/320x180.jpg?v=1488202283,Ellis Spécial 2.0,"Haché 100% pur bœuf origine FRANCE, cheddar, lard fumé, salade, tomates, oignons rouges, cornichons et notre sauce ELLIS spéciale","13,50 €",42539
3033091,http://cdn1.deliveroo.co.uk/media/menu_items/3033091/320x180.jpg?v=1487621004,Red Chili,"Haché 100% pur boeuf origine FRANCE, cheddar, salade, piments, cornichons et notre sauce piquante au chili","15,00 €",42539
3144877,http://cdn1.deliveroo.co.uk/media/menu_items/3144877/320x180.jpg?v=1488367397,Blue Cheese,"Haché 100% pur bœuf origine France, Bleu des Causses, roquette et confit d’oignons rouges","16,00 €",42539
3033090,http://cdn1.deliveroo.co.uk/media/menu_items/3033090/320x180.jpg?v=1487621050,Funky Chicken,"Poulet fermier, légumes grillés, mayonnaise à l’estragon, oignons rouges et copeaux de Parmesan","14,00 €",42539
3033094,http://cdn1.deliveroo.co.uk/media/menu_items/3033094/320x180.jpg?v=1487621072,Meatlover par Dierendonck,"Haché pur boeuf de Dierendonck d’origine BELGIQUE, salade, tomates, oignons rouges, cornichons, moutarde et ketchup","16,00 €",42539
3033096,http://cdn1.deliveroo.co.uk/media/menu_items/3033096/320x180.jpg?v=1488202314,Veggie Portobello,"Champignon Portobello, fromage de chèvre, légumes grillés, mayonnaise à

l’estragon, oignons rouges","13,00 €",42539
3144880,http://cdn1.deliveroo.co.uk/media/menu_items/3144880/320x180.jpg?v=1492607550,Crazy red veggie,"Burger de poivrons rouges-soja, jeunes pousses d’épinards, roquette, noix de pécan, oignons rouges, tomates et mayonaise au citron vert","14,00 €",42539
3144984,http://cdn1.deliveroo.co.uk/media/menu_items/3144984/320x180.jpg?v=1488367570,Sunny Fresh carrot,"Burger de carotte, caviar d’aubergines, sauce tandoori, gingembre mariné, laitue, oignons rouges, jeunes pousses d’épinards et légumes grillés","15,00 €",42539
3033161,http://cdn1.deliveroo.co.uk/media/menu_items/3033161/320x180.jpg?v=1492607596,Oignons frits,,"3,70 €",42539
3033160,http://cdn1.deliveroo.co.uk/media/menu_items/3033160/320x180.jpg?v=1492607615,Frites belges,,"2,50 €",42539
3033103,http://cdn1.deliveroo.co.uk/media/menu_items/3033103/320x180.jpg?v=1488205106,Salade Caesar au poulet,"Poulet fermier, salade romaine, sucrine, sauce caesar, copeaux de Parmesan, croûtons, ciboulette et câpres","14,00 €",42539
3033104,http://cdn1.deliveroo.co.uk/media/menu_items/3033104/320x180.jpg?v=1488205123,Salade de saumon,"Filet de saumon, wakame, roquette, germes de petits pois, sucrine, tomates cerises et sauce asiatique","15,00 €",42539
3033105,,Cheese Cake,"Le cheesecake original, caramel

et noix de pécan","6,50 €",42539
3033117,,Thé glacé maison citron kiwi 33cl,,"3,50 €",42539
3033118,,Thé glacé maison poire canelle 33cl,,"3,50 €",42539
3033120,,Thé glacé maison classique 33cl,,"3,50 €",42539
3033119,,Thé glacé maison fraise 33cl,,"3,50 €",42539
3033113,,Coca Cola 33cl,,"3,50 €",42539
3033114,,Coca Cola Zero 33cl,,"3,50 €",42539
3033115,,Coca Cola Light 33cl,,"3,50 €",42539
3033116,,Fanta orange 33cl,,"3,50 €",42539
3033121,,Badoit rouge 33cl,,"3,50 €",42539
3033122,,Badoit rouge 75cl,,"6,00 €",42539
3033123,,Evian 33cl,,"3,50 €",42539
3033124,,Evian 75cl,,"6,00 €",42539
3033125,,Tropicana Pomme 20cl,,"3,20 €",42539
3033126,,Tropicana Orange 20cl,,"3,20 €",42539
3033127,,Fever-Tree Tonic 20cl,,"3,50 €",42539
3033128,,Duvel 33CL,,"4,50 €",42539
3033129,,Hoegaarden 33CL,,"5,00 €",42539
3033130,,Maredsous Blonde 33CL,,"5,00 €",42539
3033131,,Maredsous Brune 33cl,,"5,50 €",42539
3033132,,Vedett blonde 33CL,,"4,50 €",42539
3033133,,Vedett IPA 33CL,,"5,50 €",42539
3033134,,Liefmans Kriek 25cl,,"4,50 €",42539
3033145,,Bouteille 75cl - Côte du Rhône - AOP Bio - Au boit de la vigne,,"19,00 €",42539
3033146,,Bouteille 75cl - Pinot noir AOP - André Ducal,,"25,00 €",42539
3033147,,Bouteille 75cl - Bordeaux supérieur AOP - Château Recougne,,"29,00 €",42539
3033148,,Bouteille 75cl - IGP Chardonnay - les Albrières,,"19,00 €",42539
3033149,,Bouteille 75cl - AOP Touraine - Sauvignon - Petit Bouc ,,"25,00 €",42539
3033150,,Bouteille 75cl - AOP Luberon - Grand Marrenon,,"29,00 €",42539
3033151,,Bouteille 75cl - Cote de Provence AOP - Cuvée du Valadas,,"19,00 €",42539
3033152,,Bouteille 75cl - IGP Méditerrannée - Insolence d'Estandon,,"25,00 €",42539
3033153,,Bouteille 75cl - Champagne Louis Constant brut,,"29,00 €",42539
3033154,,Bouteille 75cl - Champagne Bollinger cuvée spéciale,,"80,00 €",42539
938313,,Antipasto Di Verdure (Petit),assortiment de légumes grillés et marinés,"12,50 €",14443
938314,,Antipasto Di Verdure (Grand),assortiment de légumes grillés et marinés,"18,50 €",14443
938315,,Burrata Pugliese “Artigianale” 200g,"burrata crémeuse, pesto de basilic, tomates semi séchées, roquette","14,50 €",14443
1747190,,Bufala,"mozzarella di bufala, tomates à l'anciennes, roquette","13,50 €",14443
1747192,,Bufala Fumée,"mozzarella di bufala, tomates à l'anciennes, roquette","13,50 €",14443
938317,,Assiette de Charcuteries Italiennes (Petit),"jambon de parme 24 mois, bresaola, mortadelle a la pistache, jambon cuit aux herbes, spianata calabrese","13,00 €",14443
938318,,Assiette de Charcuteries Italiennes (Grand),"jambon de parme 24 mois, bresaola, mortadelle a la pistache, jambon cuit aux herbes, spianata calabrese","19,00 €",14443
938319,,Croccantino Di Mozzarella,"beignets de mozzarella, roquette et sauce tomate","11,00 €",14443
938320,,Involtini Di Melanzane E Ricotta,"aubergines farcies à la ricotta et basilic, sauce tomate et mozzarella gratinée au four","11,00 €",14443
938321,,"Carpaccio Di Manzo, Parmigiano Reggiano 24 Mesi","carpaccio de bœuf, roquette et copeaux de parmesan 24 mois","13,50 €",14443
938322,,Assiette Nove,"antipasti de légumes, mozzarella di bufala, beignets de mozzarella","21,00 €",14443
938323,,Fritto Misto,"friture de gambas, calamars, courgettes, oignons rouges","19,00 €",14443
938324,,Spaghetti Pomodorini E Stracciatella,"tomates cerises, stracciatella, sauce tomate et basilic","12,50 €",14443
938326,,Tagliatelle Al Salmone Verde,"saumon frais, asperges, pistaches de bronte, crème","13,50 €",14443
938327,,Tagliatelle Al Tartufo,"crème de truffes, cèpes, parmesan 24 mois","15,50 €",14443
938328,http://cdn1.deliveroo.co.uk/media/menu_items/938328/320x180.jpg?v=1481205330,Linguine Alle Vongole,"palourdes, tomates cerises, vin blanc, persil","15,50 €",14443
938330,,Linguine Parma E Fighi,"jambon de parme 24 mois, figues sechées, marsala, crème","15,50 €",14443
938329,,Linguine Frutti Di Mare,"gambas, calamars, palourdes, poulpe, tomates cerises, ail et persil","19,00 €",14443
938331,,Gnocchi Sorentina,"mozzarella, tomates cerises, sauce tomate et basilic","13,00 €",14443
938325,,Rigatoni Alla Norma,"aubergines, tomates cerises, ricotta, sauce tomate et basilic","13,50 €",14443
938332,,Rigatoni Affumicata,"bufala fumée, speck, tomates cerises, sauce tomate et basilic","16,00 €",14443
1747259,,Rigatoni Alle Noci,"gorgonzola, roquette et noix","14,50 €",14443
1747265,,Rigatoni Alla Boscaiola,"jambon rôti aux herbes, champignons, petits pois, crème","15,00 €",14443
1747308,,Pollo,"salade, tomates, poulet pané, copeaux de parmesan, artichauts romains, tomates confites","15,00 €",14443
1747309,,Mare,"salade, tomates, saumon fumé, légumes grillés, fenouil, beignet de mozzarella","15,50 €",14443
1747310,,Parma,"salade, tomates, jambon de parme 24 mois, légumes grillés, mozzarella di bufala","15,50 €",14443
1747311,,Verdure,"salade, tomates, légumes grillés, tomates confites, artichauts romains, mozzarella di bufala","14,50 €",14443
938333,,Margherita,"tomate, mozzarella, basilic","12,00 €",14443
938334,,Stracciatella,"tomate, stracciatella, tomates cerises, basilic","13,50 €",14443
938335,,Diavoletto,"tomate, mozzarella, spianata calabrese, oignons","14,00 €",14443
938336,,Capricciosa,"tomate, mozzarella, jambon blanc, champignons, olives taggiasche","14,50 €",14443
938337,,Napoli,"tomate, mozzarella di bufala, anchois, tomates cerises,fleurs de capres","14,00 €",14443
938338,http://cdn1.deliveroo.co.uk/media/menu_items/938338/320x180.jpg?v=1481205270,Bresaola,"tomate, mozzarella, bresaola, roquette, parmesan 24 mois","15,00 €",14443
938339,,Capretta,"tomate, mozzarella, courgettes, chèvre, oignons","13,50 €",14443
938340,,Spinaci,"tomate, mozzarella, épinards frais, saucisse fraîche au fenouil, cèpes","15,00 €",14443
938341,,Tartufo,"crème de truffes, mozzarella, champignons, parmesan 24 mois","14,50 €",14443
1747274,,Salsiccia,"crème de truffes, mozzarella, saucisse fraîche au fenouil, roquette","16,00 €",14443
1747276,,Speck,"tomate, bufala fumée, speck, roquette","16,00 €",14443
1747279,,Spimaggio,"tomate, mozarella, gorgonzola, chèvre, copeaux de parmesan 24mois, spinata calabrese","15,50 €",14443
938342,,Scaloppina Alla Milanese,"escalope de veau panée, spaghetti sauce tomate","16,50 €",14443
938343,,Scaloppina Ai Funhgi,"escalope de veau, crème, champignons, persil","17,00 €",14443
938344,, Saltimbocca Alla Romana,"escalope de veau, jambon de parme, sauge, sauce au vin blanc","18,00 €",14443
1747284,,Scaloppina Bocconcini,"escalope de veau, speck, sauge, mozzarella","18,00 €",14443
938345,,Saumon Aux Amandes,pavé de saumon grillé aux amandes de sicile,"15,50 €",14443
938346,,Filet De Bar Au Fenouil,"filet de bar, fenouil, aneth, vin blanc","19,00 €",14443
938347,,Filet De Bar Au Citron,"filet de bar, sauce citron","19,00 €",14443
938348,,Calamars À La Napolitaine,"calamars, sauce tomate, piment, tomates cerises, basilic","18,50 €",14443
1747302,,Calamari Fritti,friture de calamars,"18,50 €",14443
938349,,Tiramisu,,"7,50 €",14443
938350,http://cdn1.deliveroo.co.uk/media/menu_items/938350/320x180.jpg?v=1481205410,Tiramisu Speculos,,"8,50 €",14443
938351,,Pannacotta Et Son Coulis De Fruits Rouges,,"7,50 €",14443
938352,,Pizza Nutella Et Amandes Grillées,,"8,50 €",14443
938353,,Coca Cola,33cl,"4,00 €",14443
938354,,Coca Cola Light,33cl,"4,00 €",14443
938355,,Coca Cola Zéro,33cl,"4,00 €",14443
938356,,Lipton Icea Tea,25cl,"4,00 €",14443
938357,,Lemonade,25cl,"4,00 €",14443
938358,,Schweppes Tonic,25cl,"4,00 €",14443
938359,,Schweppes Lemon,25cl,"4,00 €",14443
938360,,Evian,50cl,"3,50 €",14443
938361,,San Pellegrino,50cl,"3,50 €",14443
938362,,Evian,1L,"5,00 €",14443
938363,,San Pellegrino,1L,"5,00 €",14443
938366,,Bière Péroni,33cl,"5,00 €",14443
963501,,Primitivo 2014,Pouilles - vin rouge,"23,00 €",14443
963511,,Nero d'Avola 2014,Sicille - vin rouge,"26,00 €",14443
963512,,Chianti Classico Riserva 2010,Toscane - vin rouge,"38,00 €",14443
963514,,Pinot Grigio (blanc),Veneto - vin blanc,"21,00 €",14443
963516,,Vermentino 2014,Sardaigne - vin blanc,"24,00 €",14443
963528,,Pinot Grigio (rosé),Veneto - rosé,"21,00 €",14443
860214,,Lunch 1,"8 california saumon avocat ou 8 thon mayo avocat, 4 sushi saumon","10,90 €",13367
860215,,Lunch 2,"6 maki fraicheur saumon avocat menthe, 4 sushi saumon","10,90 €",13367
860216,,Lunch 3,"3 sushi saumon, 3 sushi thon, 3 maki concombre, 3 maki saumon","10,90 €",13367
860217,,Lunch 4,"6 maki saumon, 2 sushi saumon, 4 sashimi saumon","10,90 €",13367
860218,,Lunch 5,"6 maki avocat, 6 maki saumon, 6 maki concombre","10,90 €",13367
860219,,Lunch 6,"4 sashimi saumon, 4 sashimi daurade, 2 sashimi thon","10,90 €",13367
860220,,Lunch 7,4 brochettes saumon,"11,90 €",13367
860221,,Lunch 8,"2 brochettes de blanc de poulet, 2 brochettes de bœuf","11,90 €",13367
860222,,Lunch 9,"1 nouille au choix, 2 nems poulet (servi uniquement avec une salade de choux)","13,90 €",13367
860223,,Lunch 10,"1 riz sauté au poulet, 2 nems poulet (servi uniquement avec une salade de choux)","13,90 €",13367
860224,,Lunch 11,"1 poulet au choix, 1 riz nature (servi uniquement avec une salade de choux)","12,90 €",13367
860225,,Lunch 12,"1 bœuf au choix, 1 riz nature (servi uniquement avec une salade de choux)","13,90 €",13367
860226,,Classique 1,10 sushi saumon,"16,00 €",13367
860227,,Classique 2,"6 sans algue saumon cheese, 6 sans algue thon mayo avocat, 6 sans algue avocat cheese","12,00 €",13367
860228,,Classique 3,"6 egg thon mayo avocat, 6 supreme saumon cheese, 6 maki fraicheur saumon avocat menthe","17,00 €",13367
860229,,Classique 4,"8 sushi saumon, 8 california saumon avocat","17,00 €",13367
860230,,Classique 5,"6 crisp thon mayo avocat, 8 egg thon mayo avocat, 8 california thon mayo avocat","17,00 €",13367
860231,,Classique 6,"6 no rice, 6 maki fraicheur saumon avocat, 6 maki fraicheur saumon cheese roquette","18,00 €",13367
860232,,Classique 7,"6 maki cheese, 6 maki thon mayo, 6 maki saumon, 6 maki thon","15,00 €",13367
860233,,Classique 8,"8 california thon mayo avocat, 8 california saumon avocat ","14,00 €",13367
860234,,Classique 9,"2 sushi saumon, 2 sushi thon, 3 maki saumon, 3 maki thon, 3 sashimi saumon, 3 sashimi thon","19,00 €",13367
860235,,Classique 10,"6 maki saumon cheese, 6 supreme saumon cheese, 6 maki cheese","16,00 €",13367
860236,,Classique 11,"6 sans algue poulet mayo, 6 maki fraicheur poulet crunch sauce spicy, 6 egg poulet mayo avocat","14,00 €",13367
860237,,Classique 12,"8 california saumon avocat, 6 maki avocat, 6 maki concombre, 6 maki saumon","16,00 €",13367
860238,,Classique 13,"6 no rice, 6 maki fraicheur saumon avocat, 6 supreme concombre saumon avocat","18,00 €",13367
860239,,Classique 14,"10 sashimi saumon, 5 sashimi thon, 5 sashimi daurade","20,00 €",13367
860240,,Plateau 1 - 46 pièces,"Assortiment de variétés de maki, sushi, california + 2 salades de choux","35,00 €",13367
860241,,Plateau 2 - 70 pièces,"Assortiment de variétés de maki, sushi, california + 4 salades de choux","60,00 €",13367
860242,,Plateau 3 - 108 pièces,"Assortiment de variétés de maki, sushi, california + 8 salades de choux","100,00 €",13367
860243,,Plateau Saumon - 74 pièces,"Assortiment de variétés de maki, sushi, california au saumon + 4 salades de choux","70,00 €",13367
860462,,Bobun Saumon,"Salade, soja, concombre, carotte rapée, vermicelles, ananas, saumon tempura, nems légumes","14,90 €",13367
860465,,Bobun Poulet,"Salade, soja, concombre, carotte rapée, vermicelles, poulet oignons, nems poulet","12,90 €",13367
860467,,Bobun Bœuf,"Salade soja, concombre, carotte rapée, vermicelles, bœuf oignons, nems poulet","12,90 €",13367
860469,,Poulet Crunch,"Salade, tomate cerise, concombre, avocat, carotte rapée, escalope de poulet panée","12,90 €",13367
860471,,Poulet Pané,"Salade, tomate cerise, avocat, beignet de poulet","12,90 €",13367
860474,,Poulet,"Salade, tomate cerise, concombre, avocat, carotte rapée, soja, lamelles de poulet","11,90 €",13367
860476,,Tartare De Saumon,"Salade, tomate cerise, concombre, avocat, carotte rapée, soja, tartare de saumon","10,90 €",13367
860478,,Pêcheur,"Salade, tomate cerise, concombre, avocat, carotte rapée, surimi, crevettes, tranches de saumon","11,90 €",13367
860496,,Saumon,,"9,90 €",13367
860498,,Saumon Cuit,,"9,90 €",13367
860499,,Saumon Cheese,,"10,50 €",13367
860501,,Saumon Sur Salade De Choux,,"9,00 €",13367
860503,,Thon Mayonnaise,,"9,90 €",13367
860504,,Thon Mayo Crisp,,"10,50 €",13367
860517,,Tartare De Surimi,,"9,90 €",13367
860518,,Poulet Mayo,,"11,50 €",13367
860519,,Poulet Mayo Crisp,,"12,90 €",13367
860520,,Poulet Crunch,,"13,90 €",13367
860537,,Sushi Tartare De Saumon Sur Riz Crunch,,"7,00 €",13367
860538,,Sushi Tartare De Thon Sur Riz Crunch,,"7,00 €",13367
860539,,Saumon,,"3,70 €",13367
860542,,Saumon Cheese,,"3,90 €",13367
860543,,Thon Spicy,,"4,20 €",13367
860545,,Thon,,"4,00 €",13367
860548,,Daurade,,"3,80 €",13367
860550,,Saumon Spicy,,"3,90 €",13367
860551,,Sushi Tartare Saumon Cheese,,"4,50 €",13367
860552,,Sushi Tartare Saumon Ciboulette,,"4,50 €",13367
860553,,Sushi Tartare Thon Ciboulette,,"4,50 €",13367
860554,,Sushi Tartare Thon Mayo,,"4,50 €",13367
860555,,Saumon,,"12,90 €",13367
860556,,Saumon Braisé,,"13,90 €",13367
860608,,Saumon Avocat,,"13,90 €",13367
860609,,Thon,,"13,90 €",13367
860610,,Mixte,,"14,90 €",13367
860612,,Saumon Cheese,,"13,90 €",13367
860707,,Saumon,,"6,50 €",13367
860709,,Thon,,"7,00 €",13367
860711,,Thon/ Saumon,,"6,50 €",13367
860714,,Saumon,,"7,00 €",13367
860715,,Thon,,"8,00 €",13367
860717,,Mixte,,"8,00 €",13367
860719,,Avocat Saumon,,"6,50 €",13367
860721,,Avocat Saumon Cheese,,"6,90 €",13367
860725,,Avocat Tartare Surimi,,"6,90 €",13367
860743,,Avocat Thon Mayonnaise,,"6,90 €",13367
860745,,Avocat Poulet Mayo,,"7,50 €",13367
860748,,Avocat Poulet Crunch Sauce Spicy,,"7,50 €",13367
860752,,Avocat Crevette Tempura Asperge Sauce Spicy,,"8,50 €",13367
860755,,Concombre Thon Mayo Avocat,,"5,90 €",13367
860757,,Concombre Saumon Avocat,,"6,20 €",13367
860760,,Concombre Tartare De Surimi,,"6,50 €",13367
860764,,Concombre Poulet Mayo,,"6,90 €",13367
860769,,Saumon Tempura Asperge Sauce Spicy,,"7,90 €",13367
860772,,Saumon Braisé Cheese,,"6,90 €",13367
860774,,Saumon Mango,,"7,20 €",13367
860777,,Saumon Spicy,,"7,90 €",13367
860781,,Saumon Cheese,,"5,90 €",13367
860783,,Saumon Avocat ,,"6,90 €",13367
860787,,Saumon Avocat Cheese,,"7,50 €",13367
860789,,Saumon Avocat Roquette Cheese,,"8,50 €",13367
860820,,Arc En Ciel Cheese,,"7,50 €",13367
860821,,Arc En Ciel Saumon Cheese,,"7,50 €",13367
860822,,Poulet Spicy,,"7,90 €",13367
860825,,Poulet Mayo Avocat,,"7,90 €",13367
860841,,Saumon,,"4,10 €",13367
860843,,Saumon Cheese ,,"4,60 €",13367
860845,,Thon Mayo ,,"4,40 €",13367
860847,,Avocat ,,"3,80 €",13367
860848,,Avocat Cheese ,,"4,20 €",13367
860851,,Concombre ,,"3,80 €",13367
861021,,Saumon Avocat Menthe,,"5,90 €",13367
861024,,Saumon Cheese,,"6,90 €",13367
861027,,Saumon Tempura Sauce Cocktail,,"8,00 €",13367
861029,,Saumon Avocat Concombre Masago,,"7,50 €",13367
861032,,Thon Saumon Avocat Concombre Asperge,,"8,50 €",13367
861035,,Thon Mayo,,"5,90 €",13367
861037,,Surimi Mayo Avocat,,"6,50 €",13367
861039,,Crevette Tempura Sauce Cocktail,,"7,90 €",13367
861040,,Avocat Cheese,,"4,90 €",13367
861042,,Végétarien,,"6,00 €",13367
861044,,No Rice,,"7,00 €",13367
861046,,Poulet Crunch Sauce Cocktail,,"8,00 €",13367
861047,,Poulet Mayonnaise,,"6,50 €",13367
861051,,Saumon Cheese Ciboulette,,"6,50 €",13367
860951,,Tartare De Saumon Ciboulette ,,"4,70 €",13367
860952,,Saumon Avocat Concombre ,,"4,70 €",13367
860953,,Tartare De Thon Mayo ,,"4,70 €",13367
860955,,Tartare De Thon Mayo ,,"4,70 €",13367
860956,,Poulet Mayo ,,"4,70 €",13367
861123,,Saumon Avocat,,"4,90 €",13367
861124,,Saumon Avocat Cheese,,"5,20 €",13367
861127,,Tartare De Saumon Sauce Du Chef,,"5,20 €",13367
861129,,Thon Mayo Avocat,,"4,90 €",13367
861131,,Thon Spicy Avocat,,"5,20 €",13367
861132,,Poulet Mayo Avocat,,"5,20 €",13367
861134,,Poulet Pané Mayo Avocat,,"5,60 €",13367
861136,,Poulet Spicy Avocat,,"5,20 €",13367
861139,,Avocat Concombre,,"4,70 €",13367
861142,,Crevette Tempura Sauce Du Chef,,"5,60 €",13367
861143,,Surimi Mayo Avocat,,"5,20 €",13367
861058,,Saumon Avocat,,"6,20 €",13367
861114,,Saumon Cheese Avocat,,"6,50 €",13367
861120,,Poulet Mayo Avocat,,"6,50 €",13367
861117,,Thon Mayo Avocat,,"6,50 €",13367
861118,,Thon Spicy Avocat,,"6,50 €",13367
861150,,Saumon,,"4,90 €",13367
861153,,Blanc De Poulet,,"4,90 €",13367
861157,,Bœuf,,"4,90 €",13367
861160,,Bœuf Fromage,,"4,90 €",13367
861318,,Salade De Choux,,"2,40 €",13367
861321,,Edamamé,,"3,90 €",13367
861324,,Riz Vinaigré,,"2,50 €",13367
861327,,Riz Nature,,"1,90 €",13367
861330,,Soupe De Miso Du Chef,,"2,50 €",13367
861334,,Nems Poulet 2 Pièces,,"3,50 €",13367
861335,,Nems Légumes 2 Pièces,,"3,50 €",13367
861337,,Rouleaux De Printemps Poulet 2 Pièces,,"6,50 €",13367
861338,,Rouleaux De Printemps Crevette Surimi 2 Pièces,,"6,50 €",13367
861341,,Beignets De Crevette,,"7,50 €",13367
861344,,Beignets De Poulet,,"12,90 €",13367
861348,,Soupe Miso,,"2,50 €",13367
861349,,Soupe Poulet,,"6,90 €",13367
861351,,Soupe Vermicelle Poulet,,"6,90 €",13367
861352,,Soupe Pekinoise,,"6,90 €",13367
861999,,Riz Au Poulet,,"12,90 €",13367
862001,,Riz Au Bœuf ,,"12,90 €",13367
862002,,Riz Au Saumon,,"12,90 €",13367
862003,,Riz Au Thon,,"12,90 €",13367
862004,,Riz Aux Crevettes,,"12,90 €",13367
862020,,Nouilles Nature,,"8,90 €",13367
862022,,Nouilles Aux Légumes,,"9,90 €",13367
862023,,Nouilles Au Bœuf ,,"12,90 €",13367
862025,,Nouilles Au Poulet,,"12,90 €",13367
862026,,Nouilles Au Saumon,,"12,90 €",13367
862029,,Nouilles Au Thon,,"12,90 €",13367
862030,,Nouilles Aux Crevettes,,"12,90 €",13367
862037,,Poulet Thai (Piquant),,"12,90 €",13367
862038,,Poulet Caramélisé,,"12,90 €",13367
862040,,Poulet Basilic (Piquant),,"12,90 €",13367
862042,,Bœuf Thai (Piquant),,"13,90 €",13367
862045,,Bœuf Caramélisé,,"13,90 €",13367
862046,,Bœuf Basilic (Piquant),,"13,90 €",13367
862049,,Crevettes Impériales,,"14,90 €",13367
862050,,Crevettes Au Basilic Piquant,,"14,90 €",13367
862058,,Crevettes Caramel,,"14,90 €",13367
861361,,Riz Nature,,"1,90 €",13367
861363,,Riz Cantonnais,,"6,90 €",13367
861364,,Riz Aux Légumes,,"6,40 €",13367
861365,,Ris À L'Ail,,"5,90 €",13367
861368,,Riz Thailandais,,"6,40 €",13367
861369,,Riz Curry,,"6,40 €",13367
861431,,Légumes Chop Suey,,"6,90 €",13367
860692,,Egg Nutella Banane,,"5,90 €",13367
860693,,Egg Nutella Fraise Coco,,"5,90 €",13367
860694,,Moelleux Chocolat,,"5,90 €",13367
860696,,Mini Cigare Chocolat,,"3,50 €",13367
860698,,Ananas,,"3,90 €",13367
860700,,Lychees Au Sirop,,"3,90 €",13367
860703,,Beignet D'Ananas,,"6,90 €",13367
860674,,Coca Cola 33cl,,"2,00 €",13367
860675,,Coca Cola Light 33cl,,"2,00 €",13367
860679,,Coca Cola Zero 33cl,,"2,00 €",13367
860680,,Orangina 33cl,,"2,00 €",13367
860682,,Sprite 33cl,,"2,00 €",13367
860683,,Ice Tea Peche 33cl,,"2,00 €",13367
860685,,Evian 50 cl,,"2,50 €",13367
860686,,San Pellegrino 50cl,,"2,50 €",13367
860687,,7UP Mojito,,"3,50 €",13367
860688,,Arizona,,"3,50 €",13367
860689,,Tsingtao 33cl,,"4,90 €",13367
860668,,Vin Rouge Chinon 75cl,,"15,90 €",13367
